S. No,Partner Institution,Partner Code,Key Innovation,Achievement Type,Province,Province Code,District,District Code,Achieved Number
1,IME Digital,11,Mobile Wallet,No. of wallet accounts opened,Province 5,5,Kapilvastu,49,6806
