S. No,Partner Institution,Partner Code,Partner Type,Product Category,Product Name,Product Code,Innovation Area,Market Failures
1,Bank of Kathmandu Lumnbini Ltd.,2,Commercial Bank,Financial Products for MSMEs,Invoice Discounting,11,Agriculture/Value Chain Financing,Lack of appropriate financial products for MSMEs
